study	sample	body_site	country
Obregon-TitoAJ_2015	HCO70	Stool	Peru
Obregon-TitoAJ_2015	HCO72	Stool	Peru
Obregon-TitoAJ_2015	HCO74	Stool	Peru
Obregon-TitoAJ_2015	SM01	Stool	Peru
Obregon-TitoAJ_2015	SM02	Stool	Peru
Obregon-TitoAJ_2015	SM03	Stool	Peru
Obregon-TitoAJ_2015	SM05	Stool	Peru
Obregon-TitoAJ_2015	SM11	Stool	Peru
Obregon-TitoAJ_2015	SM18	Stool	Peru
Obregon-TitoAJ_2015	SM20	Stool	Peru
Obregon-TitoAJ_2015	SM23	Stool	Peru
Obregon-TitoAJ_2015	SM24	Stool	Peru
Obregon-TitoAJ_2015	SM25	Stool	Peru
Obregon-TitoAJ_2015	SM28	Stool	Peru
Obregon-TitoAJ_2015	SM29	Stool	Peru
Obregon-TitoAJ_2015	SM30	Stool	Peru
Obregon-TitoAJ_2015	SM31	Stool	Peru
Obregon-TitoAJ_2015	SM32	Stool	Peru
Obregon-TitoAJ_2015	SM33	Stool	Peru
Obregon-TitoAJ_2015	SM34	Stool	Peru
Obregon-TitoAJ_2015	SM37	Stool	Peru
Obregon-TitoAJ_2015	SM39	Stool	Peru
Obregon-TitoAJ_2015	SM40	Stool	Peru
Obregon-TitoAJ_2015	SM41	Stool	Peru
Obregon-TitoAJ_2015	SM42	Stool	Peru
Obregon-TitoAJ_2015	SM43	Stool	Peru
Obregon-TitoAJ_2015	SM44	Stool	Peru
VatanenT_2016	G69146	Stool	Russia
VatanenT_2016	G69147	Stool	Russia
VatanenT_2016	G69148	Stool	Russia
VatanenT_2016	G69149	Stool	Russia
VatanenT_2016	G69150	Stool	Russia
VatanenT_2016	G69156	Stool	Russia
VatanenT_2016	G69157	Stool	Russia
VatanenT_2016	G69158	Stool	Russia
VatanenT_2016	G69159	Stool	Russia
VatanenT_2016	G69160	Stool	Russia
VatanenT_2016	G69161	Stool	Russia
VatanenT_2016	G69162	Stool	Russia
VatanenT_2016	G69163	Stool	Russia
VatanenT_2016	G69164	Stool	Russia
VatanenT_2016	G69180	Stool	Russia
VatanenT_2016	G69181	Stool	Russia
VatanenT_2016	G69182	Stool	Russia
VatanenT_2016	G69186	Stool	Russia
VatanenT_2016	G69189	Stool	Russia
VatanenT_2016	G69190	Stool	Russia
VatanenT_2016	G69195	Stool	Russia
VatanenT_2016	G69196	Stool	Russia
VatanenT_2016	G69197	Stool	Russia
VatanenT_2016	G69198	Stool	Russia
VatanenT_2016	G69199	Stool	Russia
VatanenT_2016	G69201	Stool	Russia
VatanenT_2016	G69202	Stool	Russia
VatanenT_2016	G69203	Stool	Russia
VatanenT_2016	G69204	Stool	Russia
VatanenT_2016	G69205	Stool	Russia
VatanenT_2016	G69208	Stool	Russia
VatanenT_2016	G69209	Stool	Russia
VatanenT_2016	G69210	Stool	Russia
VatanenT_2016	G69211	Stool	Russia
VatanenT_2016	G69212	Stool	Russia
VatanenT_2016	G69213	Stool	Russia
VatanenT_2016	G69214	Stool	Russia
VatanenT_2016	G69215	Stool	Russia
VatanenT_2016	G69216	Stool	Russia
VatanenT_2016	G69217	Stool	Russia
VatanenT_2016	G69221	Stool	Russia
VatanenT_2016	G69222	Stool	Russia
VatanenT_2016	G69223	Stool	Russia
VatanenT_2016	G69224	Stool	Russia
VatanenT_2016	G69229	Stool	Russia
VatanenT_2016	G69232	Stool	Russia
VatanenT_2016	G69234	Stool	Russia
VatanenT_2016	G69235	Stool	Russia
VatanenT_2016	G69236	Stool	Russia
VatanenT_2016	G78492	Stool	Russia
VatanenT_2016	G78493	Stool	Russia
VatanenT_2016	G78495	Stool	Russia
VatanenT_2016	G78496	Stool	Russia
VatanenT_2016	G78498	Stool	Russia
VatanenT_2016	G78499	Stool	Russia
VatanenT_2016	G78500	Stool	Russia
VatanenT_2016	G78505	Stool	Russia
VatanenT_2016	G78537	Stool	Russia
VatanenT_2016	G78538	Stool	Russia
VatanenT_2016	G78539	Stool	Russia
VatanenT_2016	G78540	Stool	Russia
VatanenT_2016	G78541	Stool	Russia
VatanenT_2016	G78542	Stool	Russia
VatanenT_2016	G78543	Stool	Russia
VatanenT_2016	G78544	Stool	Russia
VatanenT_2016	G78545	Stool	Russia
VatanenT_2016	G78546	Stool	Russia
VatanenT_2016	G78548	Stool	Russia
VatanenT_2016	G78550	Stool	Russia
VatanenT_2016	G78551	Stool	Russia
VatanenT_2016	G78552	Stool	Russia
VatanenT_2016	G78553	Stool	Russia
VatanenT_2016	G78558	Stool	Russia
VatanenT_2016	G78559	Stool	Russia
VatanenT_2016	G78561	Stool	Russia
VatanenT_2016	G78562	Stool	Russia
VatanenT_2016	G78563	Stool	Russia
VatanenT_2016	G78564	Stool	Russia
VatanenT_2016	G78565	Stool	Russia
VatanenT_2016	G78566	Stool	Russia
VatanenT_2016	G78568	Stool	Russia
VatanenT_2016	G78570	Stool	Russia
VatanenT_2016	G78571	Stool	Russia
VatanenT_2016	G78572	Stool	Russia
VatanenT_2016	G78634	Stool	Russia
VatanenT_2016	G78636	Stool	Russia
VatanenT_2016	G78637	Stool	Russia
VatanenT_2016	G78638	Stool	Russia
VatanenT_2016	G78640	Stool	Russia
VatanenT_2016	G78642	Stool	Russia
VatanenT_2016	G78644	Stool	Russia
VatanenT_2016	G78645	Stool	Russia
VatanenT_2016	G78646	Stool	Russia
VatanenT_2016	G78647	Stool	Russia
VatanenT_2016	G78648	Stool	Russia
VatanenT_2016	G78649	Stool	Russia
VatanenT_2016	G78658	Stool	Russia
VatanenT_2016	G78660	Stool	Russia
VatanenT_2016	G78661	Stool	Russia
VatanenT_2016	G78662	Stool	Russia
VatanenT_2016	G78670	Stool	Russia
VatanenT_2016	G78672	Stool	Russia
VatanenT_2016	G78693	Stool	Russia
VatanenT_2016	G78694	Stool	Russia
VatanenT_2016	G78696	Stool	Russia
VatanenT_2016	G78697	Stool	Russia
VatanenT_2016	G78699	Stool	Russia
VatanenT_2016	G78701	Stool	Russia
VatanenT_2016	G78706	Stool	Russia
VatanenT_2016	G78707	Stool	Russia
VatanenT_2016	G78727	Stool	Russia
VatanenT_2016	G78728	Stool	Russia
VatanenT_2016	G78730	Stool	Russia
VatanenT_2016	G78732	Stool	Russia
VatanenT_2016	G78733	Stool	Russia
VatanenT_2016	G78734	Stool	Russia
VatanenT_2016	G78735	Stool	Russia
VatanenT_2016	G78738	Stool	Russia
VatanenT_2016	G78739	Stool	Russia
VatanenT_2016	G78740	Stool	Russia
VatanenT_2016	G78741	Stool	Russia
VatanenT_2016	G78742	Stool	Russia
VatanenT_2016	G78743	Stool	Russia
VatanenT_2016	G78744	Stool	Russia
VatanenT_2016	G78746	Stool	Russia
VatanenT_2016	G78747	Stool	Russia
VatanenT_2016	G78748	Stool	Russia
VatanenT_2016	G78749	Stool	Russia
VatanenT_2016	G78750	Stool	Russia
VatanenT_2016	G78757	Stool	Russia
VatanenT_2016	G78758	Stool	Russia
VatanenT_2016	G78762	Stool	Russia
VatanenT_2016	G78766	Stool	Russia
VatanenT_2016	G78777	Stool	Russia
VatanenT_2016	G78780	Stool	Russia
VatanenT_2016	G78783	Stool	Russia
VatanenT_2016	G78787	Stool	Russia
VatanenT_2016	G78788	Stool	Russia
VatanenT_2016	G78789	Stool	Russia
VatanenT_2016	G78790	Stool	Russia
VatanenT_2016	G78791	Stool	Russia
VatanenT_2016	G78792	Stool	Russia
VatanenT_2016	G78793	Stool	Russia
VatanenT_2016	G78794	Stool	Russia
VatanenT_2016	G78795	Stool	Russia
VatanenT_2016	G78796	Stool	Russia
VatanenT_2016	G78797	Stool	Russia
VatanenT_2016	G78798	Stool	Russia
VatanenT_2016	G78799	Stool	Russia
VatanenT_2016	G78801	Stool	Russia
VatanenT_2016	G78802	Stool	Russia
VatanenT_2016	G78808	Stool	Russia
VatanenT_2016	G78809	Stool	Russia
VatanenT_2016	G78810	Stool	Russia
VatanenT_2016	G78815	Stool	Russia
VatanenT_2016	G78841	Stool	Russia
VatanenT_2016	G78842	Stool	Russia
VatanenT_2016	G78843	Stool	Russia
VatanenT_2016	G78844	Stool	Russia
VatanenT_2016	G78845	Stool	Russia
VatanenT_2016	G78847	Stool	Russia
VatanenT_2016	G78849	Stool	Russia
VatanenT_2016	G78850	Stool	Russia
VatanenT_2016	G78851	Stool	Russia
VatanenT_2016	G78852	Stool	Russia
VatanenT_2016	G78860	Stool	Russia
VatanenT_2016	G78861	Stool	Russia
VatanenT_2016	G78862	Stool	Russia
VatanenT_2016	G78863	Stool	Russia
VatanenT_2016	G78864	Stool	Russia
VatanenT_2016	G78865	Stool	Russia
VatanenT_2016	G78866	Stool	Russia
VatanenT_2016	G78867	Stool	Russia
VatanenT_2016	G78868	Stool	Russia
VatanenT_2016	G78880	Stool	Russia
VatanenT_2016	G78881	Stool	Russia
VatanenT_2016	G78882	Stool	Russia
VatanenT_2016	G78883	Stool	Russia
VatanenT_2016	G78890	Stool	Russia
VatanenT_2016	G78891	Stool	Russia
VatanenT_2016	G78892	Stool	Russia
VatanenT_2016	G78893	Stool	Russia
VatanenT_2016	G78894	Stool	Russia
VatanenT_2016	G78895	Stool	Russia
VatanenT_2016	G78897	Stool	Russia
VatanenT_2016	G78899	Stool	Russia
VatanenT_2016	G78900	Stool	Russia
VatanenT_2016	G78901	Stool	Russia
VatanenT_2016	G78902	Stool	Russia
VatanenT_2016	G78903	Stool	Russia
VatanenT_2016	G78904	Stool	Russia
VatanenT_2016	G78905	Stool	Russia
VatanenT_2016	G78906	Stool	Russia
VatanenT_2016	G78907	Stool	Russia
VatanenT_2016	G78908	Stool	Russia
VatanenT_2016	G78909	Stool	Russia
VatanenT_2016	G80150	Stool	Russia
VatanenT_2016	G80158	Stool	Russia
VatanenT_2016	G80264	Stool	Russia
VatanenT_2016	G80265	Stool	Russia
VatanenT_2016	G80271	Stool	Russia
VatanenT_2016	G80272	Stool	Russia
VatanenT_2016	G80279	Stool	Russia
VatanenT_2016	G80280	Stool	Russia
VatanenT_2016	G80282	Stool	Russia
VatanenT_2016	G80287	Stool	Russia
VatanenT_2016	G80290	Stool	Russia
VatanenT_2016	G80292	Stool	Russia
VatanenT_2016	G80293	Stool	Russia
VatanenT_2016	G80295	Stool	Russia
VatanenT_2016	G80299	Stool	Russia
VatanenT_2016	G80300	Stool	Russia
VatanenT_2016	G80303	Stool	Russia
VatanenT_2016	G80304	Stool	Russia
VatanenT_2016	G80305	Stool	Russia
VatanenT_2016	G80306	Stool	Russia
VatanenT_2016	G80307	Stool	Russia
VatanenT_2016	G80308	Stool	Russia
VatanenT_2016	G80310	Stool	Russia
VatanenT_2016	G80313	Stool	Russia
VatanenT_2016	G80315	Stool	Russia
VatanenT_2016	G80317	Stool	Russia
VatanenT_2016	G80321	Stool	Russia
VatanenT_2016	G80323	Stool	Russia
VatanenT_2016	G80324	Stool	Russia
VatanenT_2016	G80325	Stool	Russia
VatanenT_2016	G80326	Stool	Russia
VatanenT_2016	G80327	Stool	Russia
VatanenT_2016	G80329	Stool	Russia
VatanenT_2016	G80333	Stool	Russia
VatanenT_2016	G80334	Stool	Russia
VatanenT_2016	G80336	Stool	Russia
VatanenT_2016	G80337	Stool	Russia
VatanenT_2016	G80342	Stool	Russia
VatanenT_2016	G80344	Stool	Russia
VatanenT_2016	G80345	Stool	Russia
VatanenT_2016	G80348	Stool	Russia
VatanenT_2016	G80350	Stool	Russia
VatanenT_2016	G80351	Stool	Russia
VatanenT_2016	G80355	Stool	Russia
VatanenT_2016	G80357	Stool	Russia
VatanenT_2016	G80358	Stool	Russia
VatanenT_2016	G80359	Stool	Russia
VatanenT_2016	G80362	Stool	Russia
VatanenT_2016	G80363	Stool	Russia
VatanenT_2016	G80364	Stool	Russia
VatanenT_2016	G80365	Stool	Russia
VatanenT_2016	G80368	Stool	Russia
VatanenT_2016	G80370	Stool	Russia
VatanenT_2016	G80372	Stool	Russia
VatanenT_2016	G80383	Stool	Russia
VatanenT_2016	G80385	Stool	Russia
VatanenT_2016	G80388	Stool	Russia
VatanenT_2016	G80389	Stool	Russia
VatanenT_2016	G80391	Stool	Russia
VatanenT_2016	G80392	Stool	Russia
VatanenT_2016	G80394	Stool	Russia
VatanenT_2016	G80396	Stool	Russia
VatanenT_2016	G80397	Stool	Russia
VatanenT_2016	G80404	Stool	Russia
VatanenT_2016	G80405	Stool	Russia
VatanenT_2016	G80407	Stool	Russia
VatanenT_2016	G80410	Stool	Russia
VatanenT_2016	G80413	Stool	Russia
VatanenT_2016	G80415	Stool	Russia
VatanenT_2016	G80417	Stool	Russia
VatanenT_2016	G80418	Stool	Russia
VatanenT_2016	G80421	Stool	Russia
VatanenT_2016	G80423	Stool	Russia
VatanenT_2016	G80426	Stool	Russia
VatanenT_2016	G80428	Stool	Russia
VatanenT_2016	G80434	Stool	Russia
VatanenT_2016	G80436	Stool	Russia
VatanenT_2016	G80439	Stool	Russia
VatanenT_2016	G80441	Stool	Russia
VatanenT_2016	G80449	Stool	Russia
VatanenT_2016	G80451	Stool	Russia
VatanenT_2016	G80462	Stool	Russia
VatanenT_2016	G80470	Stool	Russia
VatanenT_2016	G80478	Stool	Russia
VatanenT_2016	G80486	Stool	Russia
VatanenT_2016	G80494	Stool	Russia
VatanenT_2016	G80502	Stool	Russia
VatanenT_2016	G80526	Stool	Russia
VatanenT_2016	G80534	Stool	Russia
VatanenT_2016	G80550	Stool	Russia
VatanenT_2016	G80557	Stool	Russia
VatanenT_2016	G80558	Stool	Russia
VatanenT_2016	G80564	Stool	Russia
VatanenT_2016	G80565	Stool	Russia
VatanenT_2016	G80571	Stool	Russia
VatanenT_2016	G80577	Stool	Russia
VatanenT_2016	G80583	Stool	Russia
VatanenT_2016	G80589	Stool	Russia
VatanenT_2016	G80595	Stool	Russia
VatanenT_2016	G80606	Stool	Russia
VatanenT_2016	G80613	Stool	Russia
VatanenT_2016	G80619	Stool	Russia
VatanenT_2016	G80624	Stool	Russia
ChngKR_2016	WBE003	Skin	Singapore
ChngKR_2016	WBE004	Skin	Singapore
ChngKR_2016	WBE007	Skin	Singapore
ChngKR_2016	WBE008	Skin	Singapore
ChngKR_2016	WBE009	Skin	Singapore
ChngKR_2016	WBE010	Skin	Singapore
ChngKR_2016	WBE013	Skin	Singapore
ChngKR_2016	WBE014	Skin	Singapore
ChngKR_2016	WBE015	Skin	Singapore
ChngKR_2016	WBE016	Skin	Singapore
ChngKR_2016	WBE019	Skin	Singapore
ChngKR_2016	WBE020	Skin	Singapore
ChngKR_2016	WBE021	Skin	Singapore
ChngKR_2016	WBE022	Skin	Singapore
ChngKR_2016	WBE023	Skin	Singapore
ChngKR_2016	WBE024	Skin	Singapore
ChngKR_2016	WBE028	Skin	Singapore
ChngKR_2016	WBE029	Skin	Singapore
ChngKR_2016	WBE030	Skin	Singapore
ChngKR_2016	WBE031	Skin	Singapore
ChngKR_2016	WBE034	Skin	Singapore
ChngKR_2016	WBE035	Skin	Singapore
ChngKR_2016	WBE036	Skin	Singapore
ChngKR_2016	WBE037	Skin	Singapore
ChngKR_2016	WBE038	Skin	Singapore
ChngKR_2016	WBE039	Skin	Singapore
ChngKR_2016	WBE040	Skin	Singapore
ChngKR_2016	WBE041	Skin	Singapore
ChngKR_2016	WBE044	Skin	Singapore
ChngKR_2016	WBE045	Skin	Singapore
ChngKR_2016	WBE046	Skin	Singapore
ChngKR_2016	WBE047	Skin	Singapore
ChngKR_2016	WBE048	Skin	Singapore
ChngKR_2016	WBE049	Skin	Singapore
ChngKR_2016	WBS012	Skin	Singapore
ChngKR_2016	WBS013	Skin	Singapore
ChngKR_2016	WBS014	Skin	Singapore
ChngKR_2016	WBS015	Skin	Singapore
ChngKR_2016	WBS020	Skin	Singapore
ChngKR_2016	WBS021	Skin	Singapore
ChngKR_2016	WBS022	Skin	Singapore
ChngKR_2016	WBS023	Skin	Singapore
ChngKR_2016	WBU003	Skin	Singapore
ChngKR_2016	WBU004	Skin	Singapore
ChngKR_2016	WBU007	Skin	Singapore
ChngKR_2016	WBU008	Skin	Singapore
KarlssonFH_2013	S354	Stool	Slovakia
KarlssonFH_2013	S367	Stool	Slovakia
KarlssonFH_2013	S604	Stool	Slovakia
BackhedF_2015	SID10_B	Stool	Sweden
BackhedF_2015	SID10_M	Stool	Sweden
BackhedF_2015	SID10_4M	Stool	Sweden
BackhedF_2015	SID10_12M	Stool	Sweden
BackhedF_2015	SID45_B	Stool	Sweden
BackhedF_2015	SID45_4M	Stool	Sweden
BackhedF_2015	SID45_12M	Stool	Sweden
BackhedF_2015	SID45_M	Stool	Sweden
BackhedF_2015	SID53_B	Stool	Sweden
BackhedF_2015	SID53_4M	Stool	Sweden
BackhedF_2015	SID53_12M	Stool	Sweden
BackhedF_2015	SID53_M	Stool	Sweden
BackhedF_2015	SID82_B	Stool	Sweden
BackhedF_2015	SID82_4M	Stool	Sweden
BackhedF_2015	SID82_12M	Stool	Sweden
BackhedF_2015	SID82_M	Stool	Sweden
BackhedF_2015	SID137_B	Stool	Sweden
BackhedF_2015	SID137_4M	Stool	Sweden
BackhedF_2015	SID137_12M	Stool	Sweden
BackhedF_2015	SID137_M	Stool	Sweden
BackhedF_2015	SID332_B	Stool	Sweden
BackhedF_2015	SID332_4M	Stool	Sweden
BackhedF_2015	SID332_12M	Stool	Sweden
BackhedF_2015	SID332_M	Stool	Sweden
BackhedF_2015	SID549_B	Stool	Sweden
BackhedF_2015	SID549_4M	Stool	Sweden
BackhedF_2015	SID549_12M	Stool	Sweden
BackhedF_2015	SID549_M	Stool	Sweden
BackhedF_2015	SID582_B	Stool	Sweden
BackhedF_2015	SID582_4M	Stool	Sweden
BackhedF_2015	SID582_12M	Stool	Sweden
BackhedF_2015	SID582_M	Stool	Sweden
BackhedF_2015	SID103_B	Stool	Sweden
BackhedF_2015	SID103_4M	Stool	Sweden
BackhedF_2015	SID103_12M	Stool	Sweden
BackhedF_2015	SID103_M	Stool	Sweden
BackhedF_2015	SID12_B	Stool	Sweden
BackhedF_2015	SID12_4M	Stool	Sweden
BackhedF_2015	SID12_12M	Stool	Sweden
BackhedF_2015	SID12_M	Stool	Sweden
BackhedF_2015	SID150_B	Stool	Sweden
BackhedF_2015	SID150_4M	Stool	Sweden
BackhedF_2015	SID150_12M	Stool	Sweden
BackhedF_2015	SID150_M	Stool	Sweden
BackhedF_2015	SID172_B	Stool	Sweden
BackhedF_2015	SID172_4M	Stool	Sweden
BackhedF_2015	SID172_12M	Stool	Sweden
BackhedF_2015	SID172_M	Stool	Sweden
BackhedF_2015	SID18_B	Stool	Sweden
BackhedF_2015	SID18_4M	Stool	Sweden
BackhedF_2015	SID18_12M	Stool	Sweden
BackhedF_2015	SID18_M	Stool	Sweden
BackhedF_2015	SID263_B	Stool	Sweden
BackhedF_2015	SID263_4M	Stool	Sweden
BackhedF_2015	SID263_12M	Stool	Sweden
BackhedF_2015	SID263_M	Stool	Sweden
BackhedF_2015	SID272_B	Stool	Sweden
BackhedF_2015	SID272_4M	Stool	Sweden
BackhedF_2015	SID272_12M	Stool	Sweden
BackhedF_2015	SID272_M	Stool	Sweden
BackhedF_2015	SID179_B	Stool	Sweden
BackhedF_2015	SID179_4M	Stool	Sweden
BackhedF_2015	SID179_12M	Stool	Sweden
BackhedF_2015	SID179_M	Stool	Sweden
BackhedF_2015	SID350_4M	Stool	Sweden
BackhedF_2015	SID350_12M	Stool	Sweden
BackhedF_2015	SID350_M	Stool	Sweden
BackhedF_2015	SID42_B	Stool	Sweden
BackhedF_2015	SID42_4M	Stool	Sweden
BackhedF_2015	SID42_12M	Stool	Sweden
BackhedF_2015	SID42_M	Stool	Sweden
BackhedF_2015	SID572_B	Stool	Sweden
BackhedF_2015	SID572_4M	Stool	Sweden
BackhedF_2015	SID572_12M	Stool	Sweden
BackhedF_2015	SID572_M	Stool	Sweden
BackhedF_2015	SID587_B	Stool	Sweden
BackhedF_2015	SID587_4M	Stool	Sweden
BackhedF_2015	SID587_12M	Stool	Sweden
BackhedF_2015	SID587_M	Stool	Sweden
BackhedF_2015	SID589_B	Stool	Sweden
BackhedF_2015	SID589_4M	Stool	Sweden
BackhedF_2015	SID589_12M	Stool	Sweden
BackhedF_2015	SID589_M	Stool	Sweden
BackhedF_2015	SID598_B	Stool	Sweden
BackhedF_2015	SID598_4M	Stool	Sweden
BackhedF_2015	SID598_12M	Stool	Sweden
BackhedF_2015	SID598_M	Stool	Sweden
BackhedF_2015	SID599_B	Stool	Sweden
BackhedF_2015	SID599_4M	Stool	Sweden
BackhedF_2015	SID599_12M	Stool	Sweden
BackhedF_2015	SID599_M	Stool	Sweden
BackhedF_2015	SID608_B	Stool	Sweden
BackhedF_2015	SID608_4M	Stool	Sweden
BackhedF_2015	SID608_12M	Stool	Sweden
BackhedF_2015	SID608_M	Stool	Sweden
BackhedF_2015	SID70_B	Stool	Sweden
BackhedF_2015	SID70_4M	Stool	Sweden
BackhedF_2015	SID70_12M	Stool	Sweden
BackhedF_2015	SID70_M	Stool	Sweden
BackhedF_2015	SID87_B	Stool	Sweden
BackhedF_2015	SID87_4M	Stool	Sweden
BackhedF_2015	SID87_12M	Stool	Sweden
BackhedF_2015	SID87_M	Stool	Sweden
BackhedF_2015	SID1_B	Stool	Sweden
BackhedF_2015	SID1_4M	Stool	Sweden
BackhedF_2015	SID1_12M	Stool	Sweden
BackhedF_2015	SID1_M	Stool	Sweden
BackhedF_2015	SID105_B	Stool	Sweden
BackhedF_2015	SID105_4M	Stool	Sweden
BackhedF_2015	SID105_M	Stool	Sweden
BackhedF_2015	SID128_B	Stool	Sweden
BackhedF_2015	SID128_4M	Stool	Sweden
BackhedF_2015	SID128_12M	Stool	Sweden
BackhedF_2015	SID128_M	Stool	Sweden
BackhedF_2015	SID133_B	Stool	Sweden
BackhedF_2015	SID133_4M	Stool	Sweden
BackhedF_2015	SID133_12M	Stool	Sweden
BackhedF_2015	SID133_M	Stool	Sweden
BackhedF_2015	SID181_B	Stool	Sweden
BackhedF_2015	SID181_4M	Stool	Sweden
BackhedF_2015	SID181_12M	Stool	Sweden
BackhedF_2015	SID181_M	Stool	Sweden
BackhedF_2015	SID184_B	Stool	Sweden
BackhedF_2015	SID184_4M	Stool	Sweden
BackhedF_2015	SID184_12M	Stool	Sweden
BackhedF_2015	SID184_M	Stool	Sweden
BackhedF_2015	SID195_B	Stool	Sweden
BackhedF_2015	SID195_4M	Stool	Sweden
BackhedF_2015	SID195_12M	Stool	Sweden
BackhedF_2015	SID195_M	Stool	Sweden
BackhedF_2015	SID201_B	Stool	Sweden
BackhedF_2015	SID201_4M	Stool	Sweden
BackhedF_2015	SID201_12M	Stool	Sweden
BackhedF_2015	SID201_M	Stool	Sweden
BackhedF_2015	SID224_B	Stool	Sweden
BackhedF_2015	SID224_4M	Stool	Sweden
BackhedF_2015	SID224_12M	Stool	Sweden
BackhedF_2015	SID224_M	Stool	Sweden
BackhedF_2015	SID229_B	Stool	Sweden
BackhedF_2015	SID229_4M	Stool	Sweden
BackhedF_2015	SID229_12M	Stool	Sweden
BackhedF_2015	SID229_M	Stool	Sweden
BackhedF_2015	SID238_B	Stool	Sweden
BackhedF_2015	SID238_4M	Stool	Sweden
BackhedF_2015	SID238_12M	Stool	Sweden
BackhedF_2015	SID238_M	Stool	Sweden
BackhedF_2015	SID241_B	Stool	Sweden
BackhedF_2015	SID241_4M	Stool	Sweden
BackhedF_2015	SID241_12M	Stool	Sweden
BackhedF_2015	SID241_M	Stool	Sweden
BackhedF_2015	SID244_B	Stool	Sweden
BackhedF_2015	SID244_4M	Stool	Sweden
BackhedF_2015	SID244_12M	Stool	Sweden
BackhedF_2015	SID244_M	Stool	Sweden
BackhedF_2015	SID256_B	Stool	Sweden
BackhedF_2015	SID256_4M	Stool	Sweden
BackhedF_2015	SID256_12M	Stool	Sweden
BackhedF_2015	SID256_M	Stool	Sweden
BackhedF_2015	SID258_B	Stool	Sweden
BackhedF_2015	SID258_4M	Stool	Sweden
BackhedF_2015	SID258_12M	Stool	Sweden
BackhedF_2015	SID258_M	Stool	Sweden
BackhedF_2015	SID265_B	Stool	Sweden
BackhedF_2015	SID265_4M	Stool	Sweden
BackhedF_2015	SID265_12M	Stool	Sweden
BackhedF_2015	SID265_M	Stool	Sweden
BackhedF_2015	SID268_B	Stool	Sweden
BackhedF_2015	SID268_4M	Stool	Sweden
BackhedF_2015	SID268_12M	Stool	Sweden
BackhedF_2015	SID268_M	Stool	Sweden
BackhedF_2015	SID274_B	Stool	Sweden
BackhedF_2015	SID274_4M	Stool	Sweden
BackhedF_2015	SID274_12M	Stool	Sweden
BackhedF_2015	SID274_M	Stool	Sweden
BackhedF_2015	SID276_B	Stool	Sweden
BackhedF_2015	SID276_4M	Stool	Sweden
BackhedF_2015	SID276_12M	Stool	Sweden
BackhedF_2015	SID276_M	Stool	Sweden
BackhedF_2015	SID281_B	Stool	Sweden
BackhedF_2015	SID281_4M	Stool	Sweden
BackhedF_2015	SID281_12M	Stool	Sweden
BackhedF_2015	SID281_M	Stool	Sweden
BackhedF_2015	SID335_B	Stool	Sweden
BackhedF_2015	SID335_4M	Stool	Sweden
BackhedF_2015	SID335_12M	Stool	Sweden
BackhedF_2015	SID335_M	Stool	Sweden
BackhedF_2015	SID338_B	Stool	Sweden
BackhedF_2015	SID338_4M	Stool	Sweden
BackhedF_2015	SID338_12M	Stool	Sweden
BackhedF_2015	SID338_M	Stool	Sweden
BackhedF_2015	SID341_B	Stool	Sweden
BackhedF_2015	SID341_4M	Stool	Sweden
BackhedF_2015	SID341_12M	Stool	Sweden
BackhedF_2015	SID341_M	Stool	Sweden
BackhedF_2015	SID343_B	Stool	Sweden
BackhedF_2015	SID343_4M	Stool	Sweden
BackhedF_2015	SID343_12M	Stool	Sweden
BackhedF_2015	SID343_M	Stool	Sweden
BackhedF_2015	SID367_B	Stool	Sweden
BackhedF_2015	SID367_4M	Stool	Sweden
BackhedF_2015	SID367_12M	Stool	Sweden
BackhedF_2015	SID367_M	Stool	Sweden
BackhedF_2015	SID377_B	Stool	Sweden
BackhedF_2015	SID377_4M	Stool	Sweden
BackhedF_2015	SID377_12M	Stool	Sweden
BackhedF_2015	SID377_M	Stool	Sweden
BackhedF_2015	SID38_B	Stool	Sweden
BackhedF_2015	SID38_4M	Stool	Sweden
BackhedF_2015	SID38_12M	Stool	Sweden
BackhedF_2015	SID38_M	Stool	Sweden
BackhedF_2015	SID39_B	Stool	Sweden
BackhedF_2015	SID39_4M	Stool	Sweden
BackhedF_2015	SID39_12M	Stool	Sweden
BackhedF_2015	SID39_M	Stool	Sweden
BackhedF_2015	SID397_B	Stool	Sweden
BackhedF_2015	SID397_4M	Stool	Sweden
BackhedF_2015	SID397_12M	Stool	Sweden
BackhedF_2015	SID397_M	Stool	Sweden
BackhedF_2015	SID503_B	Stool	Sweden
BackhedF_2015	SID503_4M	Stool	Sweden
BackhedF_2015	SID503_12M	Stool	Sweden
BackhedF_2015	SID503_M	Stool	Sweden
BackhedF_2015	SID507_B	Stool	Sweden
BackhedF_2015	SID507_4M	Stool	Sweden
BackhedF_2015	SID507_12M	Stool	Sweden
BackhedF_2015	SID507_M	Stool	Sweden
BackhedF_2015	SID521_B	Stool	Sweden
BackhedF_2015	SID521_4M	Stool	Sweden
BackhedF_2015	SID521_12M	Stool	Sweden
BackhedF_2015	SID521_M	Stool	Sweden
BackhedF_2015	SID526_B	Stool	Sweden
BackhedF_2015	SID526_4M	Stool	Sweden
BackhedF_2015	SID526_12M	Stool	Sweden
BackhedF_2015	SID526_M	Stool	Sweden
BackhedF_2015	SID532_B	Stool	Sweden
BackhedF_2015	SID532_4M	Stool	Sweden
BackhedF_2015	SID532_12M	Stool	Sweden
BackhedF_2015	SID532_M	Stool	Sweden
