study	sample	body_site	country
LiJ_2014	V1.CD49-0	Stool	Spain
LiJ_2014	V1.CD50-0	Stool	Spain
LiJ_2014	V1.CD5-0-PN	Stool	Spain
LiJ_2014	V1.CD51-0	Stool	Spain
LiJ_2014	V1.CD52-0	Stool	Spain
LiJ_2014	V1.CD53-0	Stool	Spain
LiJ_2014	V1.CD54-0	Stool	Spain
LiJ_2014	V1.CD55-0	Stool	Spain
LiJ_2014	V1.CD6-0-PN	Stool	Spain
LiJ_2014	V1.CD6-0-PT	Stool	Spain
LiJ_2014	V1.CD7-0-PN	Stool	Spain
LiJ_2014	V1.CD8-0-PN	Stool	Spain
LiJ_2014	V1.FI01	Stool	Spain
LiJ_2014	V1.FI02	Stool	Spain
LiJ_2014	V1.FI03	Stool	Spain
LiJ_2014	V1.FI04	Stool	Spain
LiJ_2014	V1.FI05	Stool	Spain
LiJ_2014	V1.FI06	Stool	Spain
LiJ_2014	V1.FI07	Stool	Spain
LiJ_2014	V1.FI08	Stool	Spain
LiJ_2014	V1.FI09	Stool	Spain
LiJ_2014	V1.FI10	Stool	Spain
LiJ_2014	V1.FI11	Stool	Spain
LiJ_2014	V1.FI12	Stool	Spain
LiJ_2014	V1.FI13	Stool	Spain
LiJ_2014	V1.FI14	Stool	Spain
LiJ_2014	V1.FI15	Stool	Spain
LiJ_2014	V1.FI16	Stool	Spain
LiJ_2014	V1.FI17	Stool	Spain
LiJ_2014	V1.FI18	Stool	Spain
LiJ_2014	V1.FI19	Stool	Spain
LiJ_2014	V1.FI20	Stool	Spain
LiJ_2014	V1.FI21	Stool	Spain
LiJ_2014	V1.FI22	Stool	Spain
LiJ_2014	V1.FI23	Stool	Spain
LiJ_2014	V1.FI24	Stool	Spain
LiJ_2014	V1.FI25	Stool	Spain
LiJ_2014	V1.FI26	Stool	Spain
LiJ_2014	V1.FI27	Stool	Spain
LiJ_2014	V1.FI28	Stool	Spain
LiJ_2014	V1.FI29	Stool	Spain
LiJ_2014	V1.FI30	Stool	Spain
LiJ_2014	V1.FI31	Stool	Spain
LiJ_2014	V1.FI32	Stool	Spain
LiJ_2014	V1.FI33	Stool	Spain
LiJ_2014	V1.FI34	Stool	Spain
LiJ_2014	V1.FI35	Stool	Spain
LiJ_2014	V1.FI36	Stool	Spain
LiJ_2014	V1.FI37	Stool	Spain
LiJ_2014	V1.UC22-1	Stool	Spain
LiJ_2014	V1.UC38-4	Stool	Spain
LiJ_2014	V1.UC39-4	Stool	Spain
LiJ_2014	V1.UC40-1	Stool	Spain
LiJ_2014	V1.UC47-4	Stool	Spain
LiJ_2014	V1.UC54-4	Stool	Spain
LiJ_2014	V1.UC56-1	Stool	Spain
LiJ_2014	V1.UC58-4	Stool	Spain
LiJ_2014	V1.UC59-0	Stool	Spain
LiJ_2014	V1.UC59-4	Stool	Spain
LiJ_2014	V1.UC60-0	Stool	Spain
LiJ_2014	V1.UC63-0	Stool	Spain
LiJ_2014	V1.UC64-0	Stool	Spain
NielsenHB_2014	O2_UC1_0	Stool	Spain
NielsenHB_2014	O2_UC1_2	Stool	Spain
NielsenHB_2014	O2_UC11_0	Stool	Spain
NielsenHB_2014	O2_UC11_2	Stool	Spain
NielsenHB_2014	O2_UC12_0	Stool	Spain
NielsenHB_2014	O2_UC12_2	Stool	Spain
NielsenHB_2014	O2_UC13_0	Stool	Spain
NielsenHB_2014	O2_UC13_2	Stool	Spain
NielsenHB_2014	O2_UC14_0	Stool	Spain
NielsenHB_2014	O2_UC14_2	Stool	Spain
NielsenHB_2014	O2_UC16_0	Stool	Spain
NielsenHB_2014	O2_UC16_2	Stool	Spain
NielsenHB_2014	O2_UC17_0	Stool	Spain
NielsenHB_2014	O2_UC17_2	Stool	Spain
NielsenHB_2014	O2_UC18_0	Stool	Spain
NielsenHB_2014	O2_UC18_2	Stool	Spain
NielsenHB_2014	O2_UC19_0	Stool	Spain
NielsenHB_2014	O2_UC19_2	Stool	Spain
NielsenHB_2014	O2_UC2_0	Stool	Spain
NielsenHB_2014	O2_UC2_2	Stool	Spain
NielsenHB_2014	O2_UC20_0	Stool	Spain
NielsenHB_2014	O2_UC20_2	Stool	Spain
NielsenHB_2014	O2_UC21_0	Stool	Spain
NielsenHB_2014	O2_UC21_2	Stool	Spain
NielsenHB_2014	O2_UC22_0	Stool	Spain
NielsenHB_2014	O2_UC22_2	Stool	Spain
NielsenHB_2014	O2_UC23_0	Stool	Spain
NielsenHB_2014	O2_UC23_2	Stool	Spain
NielsenHB_2014	O2_UC24_0	Stool	Spain
NielsenHB_2014	O2_UC24_2	Stool	Spain
NielsenHB_2014	O2_UC26_0	Stool	Spain
NielsenHB_2014	O2_UC26_2	Stool	Spain
NielsenHB_2014	O2_UC27_0	Stool	Spain
NielsenHB_2014	O2_UC27_2	Stool	Spain
NielsenHB_2014	O2_UC29_0	Stool	Spain
NielsenHB_2014	O2_UC29_2	Stool	Spain
NielsenHB_2014	O2_UC3_0	Stool	Spain
NielsenHB_2014	O2_UC3_2	Stool	Spain
NielsenHB_2014	O2_UC30_0	Stool	Spain
NielsenHB_2014	O2_UC30_2	Stool	Spain
NielsenHB_2014	O2_UC31_0	Stool	Spain
NielsenHB_2014	O2_UC31_2	Stool	Spain
NielsenHB_2014	O2_UC32_0	Stool	Spain
NielsenHB_2014	O2_UC32_2	Stool	Spain
NielsenHB_2014	O2_UC34_0	Stool	Spain
NielsenHB_2014	O2_UC34_2	Stool	Spain
NielsenHB_2014	O2_UC35_0	Stool	Spain
NielsenHB_2014	O2_UC35_2	Stool	Spain
NielsenHB_2014	O2_UC36_2	Stool	Spain
NielsenHB_2014	O2_UC37_0	Stool	Spain
NielsenHB_2014	O2_UC37_2	Stool	Spain
NielsenHB_2014	O2_UC38_0	Stool	Spain
NielsenHB_2014	O2_UC38_2	Stool	Spain
NielsenHB_2014	O2_UC4_0	Stool	Spain
NielsenHB_2014	O2_UC4_2	Stool	Spain
NielsenHB_2014	O2_UC40_0	Stool	Spain
NielsenHB_2014	O2_UC40_2	Stool	Spain
NielsenHB_2014	O2_UC41_0	Stool	Spain
NielsenHB_2014	O2_UC41_2	Stool	Spain
NielsenHB_2014	O2_UC43_0	Stool	Spain
NielsenHB_2014	O2_UC43_2	Stool	Spain
NielsenHB_2014	O2_UC44_0	Stool	Spain
NielsenHB_2014	O2_UC44_2	Stool	Spain
NielsenHB_2014	O2_UC46_0	Stool	Spain
NielsenHB_2014	O2_UC46_2	Stool	Spain
NielsenHB_2014	O2_UC47_0	Stool	Spain
NielsenHB_2014	O2_UC47_2	Stool	Spain
NielsenHB_2014	O2_UC48_0	Stool	Spain
NielsenHB_2014	O2_UC48_2	Stool	Spain
NielsenHB_2014	O2_UC49_0	Stool	Spain
NielsenHB_2014	O2_UC49_2	Stool	Spain
NielsenHB_2014	O2_UC5_0	Stool	Spain
NielsenHB_2014	O2_UC5_2	Stool	Spain
NielsenHB_2014	O2_UC50_0	Stool	Spain
NielsenHB_2014	O2_UC50_2	Stool	Spain
NielsenHB_2014	O2_UC51_0	Stool	Spain
NielsenHB_2014	O2_UC51_2	Stool	Spain
NielsenHB_2014	O2_UC52_0	Stool	Spain
NielsenHB_2014	O2_UC52_2	Stool	Spain
NielsenHB_2014	O2_UC53_0	Stool	Spain
NielsenHB_2014	O2_UC53_2	Stool	Spain
NielsenHB_2014	O2_UC54_0	Stool	Spain
NielsenHB_2014	O2_UC54_2	Stool	Spain
NielsenHB_2014	O2_UC55_0	Stool	Spain
NielsenHB_2014	O2_UC55_2	Stool	Spain
NielsenHB_2014	O2_UC56_0	Stool	Spain
NielsenHB_2014	O2_UC56_2	Stool	Spain
NielsenHB_2014	O2_UC57_0	Stool	Spain
NielsenHB_2014	O2_UC57_2	Stool	Spain
NielsenHB_2014	O2_UC58_0	Stool	Spain
NielsenHB_2014	O2_UC58_2	Stool	Spain
NielsenHB_2014	O2_UC59_0	Stool	Spain
NielsenHB_2014	O2_UC59_2	Stool	Spain
NielsenHB_2014	O2_UC60_0	Stool	Spain
NielsenHB_2014	O2_UC60_2	Stool	Spain
NielsenHB_2014	O2_UC9_0	Stool	Spain
NielsenHB_2014	O2_UC9_2	Stool	Spain
NielsenHB_2014	V1_CD1_0	Stool	Spain
NielsenHB_2014	V1_CD10_0	Stool	Spain
NielsenHB_2014	V1_CD11_0	Stool	Spain
NielsenHB_2014	V1_CD12_0	Stool	Spain
NielsenHB_2014	V1_CD13_0	Stool	Spain
NielsenHB_2014	V1_CD14_0	Stool	Spain
NielsenHB_2014	V1_CD15_0	Stool	Spain
NielsenHB_2014	V1_CD15_3	Stool	Spain
NielsenHB_2014	V1_CD16_0	Stool	Spain
NielsenHB_2014	V1_CD17_0	Stool	Spain
NielsenHB_2014	V1_CD17_4	Stool	Spain
NielsenHB_2014	V1_CD18_0	Stool	Spain
NielsenHB_2014	V1_CD18_3	Stool	Spain
NielsenHB_2014	V1_CD19_0	Stool	Spain
NielsenHB_2014	V1_CD2_0	Stool	Spain
NielsenHB_2014	V1_CD20_4	Stool	Spain
NielsenHB_2014	V1_CD21_0	Stool	Spain
NielsenHB_2014	V1_CD21_4	Stool	Spain
NielsenHB_2014	V1_CD22_0	Stool	Spain
NielsenHB_2014	V1_CD24_0	Stool	Spain
NielsenHB_2014	V1_CD25_0	Stool	Spain
NielsenHB_2014	V1_CD25_4	Stool	Spain
NielsenHB_2014	V1_CD27_0	Stool	Spain
NielsenHB_2014	V1_CD28_0	Stool	Spain
NielsenHB_2014	V1_CD29_0	Stool	Spain
NielsenHB_2014	V1_CD3_0	Stool	Spain
NielsenHB_2014	V1_CD30_0	Stool	Spain
NielsenHB_2014	V1_CD31_0	Stool	Spain
NielsenHB_2014	V1_CD34_0	Stool	Spain
NielsenHB_2014	V1_CD35_0	Stool	Spain
NielsenHB_2014	V1_CD35_1	Stool	Spain
NielsenHB_2014	V1_CD36_0	Stool	Spain
NielsenHB_2014	V1_CD38_0	Stool	Spain
NielsenHB_2014	V1_CD4_0	Stool	Spain
NielsenHB_2014	V1_CD41_0	Stool	Spain
NielsenHB_2014	V1_CD42_0	Stool	Spain
NielsenHB_2014	V1_CD6_0	Stool	Spain
NielsenHB_2014	V1_CD6_4	Stool	Spain
NielsenHB_2014	V1_CD7_0	Stool	Spain
NielsenHB_2014	V1_CD7_4	Stool	Spain
NielsenHB_2014	V1_CD8_0	Stool	Spain
NielsenHB_2014	V1_CD9_0	Stool	Spain
NielsenHB_2014	V1_UC1_0	Stool	Spain
NielsenHB_2014	V1_UC10_0	Stool	Spain
NielsenHB_2014	V1_UC10_2	Stool	Spain
NielsenHB_2014	V1_UC11_0	Stool	Spain
NielsenHB_2014	V1_UC11_5	Stool	Spain
NielsenHB_2014	V1_UC12_0	Stool	Spain
NielsenHB_2014	V1_UC12_4	Stool	Spain
NielsenHB_2014	V1_UC13_0	Stool	Spain
NielsenHB_2014	V1_UC13_3	Stool	Spain
NielsenHB_2014	V1_UC14_0	Stool	Spain
NielsenHB_2014	V1_UC14_1	Stool	Spain
NielsenHB_2014	V1_UC15_0	Stool	Spain
NielsenHB_2014	V1_UC15_3	Stool	Spain
NielsenHB_2014	V1_UC16_0	Stool	Spain
NielsenHB_2014	V1_UC17_0	Stool	Spain
NielsenHB_2014	V1_UC17_2	Stool	Spain
NielsenHB_2014	V1_UC18_0	Stool	Spain
NielsenHB_2014	V1_UC19_0	Stool	Spain
NielsenHB_2014	V1_UC2_0	Stool	Spain
NielsenHB_2014	V1_UC2_4	Stool	Spain
NielsenHB_2014	V1_UC21_0	Stool	Spain
NielsenHB_2014	V1_UC21_4	Stool	Spain
NielsenHB_2014	V1_UC23_0	Stool	Spain
NielsenHB_2014	V1_UC23_1	Stool	Spain
NielsenHB_2014	V1_UC24_0	Stool	Spain
NielsenHB_2014	V1_UC25_0	Stool	Spain
NielsenHB_2014	V1_UC25_1	Stool	Spain
NielsenHB_2014	V1_UC26_0	Stool	Spain
NielsenHB_2014	V1_UC26_4	Stool	Spain
NielsenHB_2014	V1_UC27_0	Stool	Spain
NielsenHB_2014	V1_UC28_0	Stool	Spain
NielsenHB_2014	V1_UC29_0	Stool	Spain
NielsenHB_2014	V1_UC3_0	Stool	Spain
NielsenHB_2014	V1_UC3_2	Stool	Spain
NielsenHB_2014	V1_UC30_0	Stool	Spain
NielsenHB_2014	V1_UC31_0	Stool	Spain
NielsenHB_2014	V1_UC31_4	Stool	Spain
NielsenHB_2014	V1_UC32_0	Stool	Spain
NielsenHB_2014	V1_UC33_0	Stool	Spain
NielsenHB_2014	V1_UC34_0	Stool	Spain
NielsenHB_2014	V1_UC35_0	Stool	Spain
NielsenHB_2014	V1_UC35_4	Stool	Spain
NielsenHB_2014	V1_UC36_0	Stool	Spain
NielsenHB_2014	V1_UC37_0	Stool	Spain
NielsenHB_2014	V1_UC38_0	Stool	Spain
NielsenHB_2014	V1_UC39_0	Stool	Spain
NielsenHB_2014	V1_UC4_0	Stool	Spain
NielsenHB_2014	V1_UC4_5	Stool	Spain
NielsenHB_2014	V1_UC40_0	Stool	Spain
NielsenHB_2014	V1_UC41_0	Stool	Spain
NielsenHB_2014	V1_UC42_0	Stool	Spain
NielsenHB_2014	V1_UC43_0	Stool	Spain
NielsenHB_2014	V1_UC44_0	Stool	Spain
NielsenHB_2014	V1_UC45_0	Stool	Spain
NielsenHB_2014	V1_UC46_0	Stool	Spain
NielsenHB_2014	V1_UC47_0	Stool	Spain
NielsenHB_2014	V1_UC48_0	Stool	Spain
NielsenHB_2014	V1_UC49_0	Stool	Spain
NielsenHB_2014	V1_UC49_1	Stool	Spain
NielsenHB_2014	V1_UC5_0	Stool	Spain
NielsenHB_2014	V1_UC5_3	Stool	Spain
NielsenHB_2014	V1_UC50_1	Stool	Spain
NielsenHB_2014	V1_UC51_0	Stool	Spain
NielsenHB_2014	V1_UC51_4	Stool	Spain
NielsenHB_2014	V1_UC52_0	Stool	Spain
NielsenHB_2014	V1_UC52_1	Stool	Spain
NielsenHB_2014	V1_UC53_0	Stool	Spain
NielsenHB_2014	V1_UC53_4	Stool	Spain
NielsenHB_2014	V1_UC54_0	Stool	Spain
NielsenHB_2014	V1_UC55_0	Stool	Spain
NielsenHB_2014	V1_UC55_4	Stool	Spain
NielsenHB_2014	V1_UC56_0	Stool	Spain
NielsenHB_2014	V1_UC57_0	Stool	Spain
NielsenHB_2014	V1_UC58_0	Stool	Spain
NielsenHB_2014	V1_UC6_0	Stool	Spain
NielsenHB_2014	V1_UC61_0	Stool	Spain
NielsenHB_2014	V1_UC62_0	Stool	Spain
NielsenHB_2014	V1_UC7_0	Stool	Spain
NielsenHB_2014	V1_UC8_0	Stool	Spain
NielsenHB_2014	V1_UC9_0	Stool	Spain
KarlssonFH_2013	S495	Stool	Estonia
KosticAD_2015	PRJNA231909.3103734	Stool	Estonia
KosticAD_2015	PRJNA231909.3103736	Stool	Estonia
KosticAD_2015	PRJNA231909.3116468	Stool	Estonia
KosticAD_2015	PRJNA231909.3116471	Stool	Estonia
KosticAD_2015	PRJNA231909.3117624	Stool	Estonia
KosticAD_2015	PRJNA231909.3117627	Stool	Estonia
KosticAD_2015	PRJNA231909.3116456	Stool	Estonia
KosticAD_2015	PRJNA231909.3117245	Stool	Estonia
KosticAD_2015	PRJNA231909.3117247	Stool	Estonia
KosticAD_2015	PRJNA231909.3117249	Stool	Estonia
KosticAD_2015	PRJNA231909.3119726	Stool	Estonia
KosticAD_2015	PRJNA231909.3119727	Stool	Estonia
KosticAD_2015	PRJNA231909.3119729	Stool	Estonia
KosticAD_2015	PRJNA231909.3104913	Stool	Estonia
KosticAD_2015	PRJNA231909.3105378	Stool	Estonia
KosticAD_2015	PRJNA231909.3105379	Stool	Estonia
KosticAD_2015	PRJNA231909.3109753	Stool	Estonia
KosticAD_2015	PRJNA231909.3109755	Stool	Estonia
KosticAD_2015	PRJNA231909.3117378	Stool	Estonia
KosticAD_2015	PRJNA231909.3117380	Stool	Estonia
KosticAD_2015	PRJNA231909.3117383	Stool	Estonia
VatanenT_2016	G69152	Stool	Estonia
VatanenT_2016	G69153	Stool	Estonia
VatanenT_2016	G69154	Stool	Estonia
VatanenT_2016	G69155	Stool	Estonia
VatanenT_2016	G69166	Stool	Estonia
VatanenT_2016	G69167	Stool	Estonia
VatanenT_2016	G69170	Stool	Estonia
VatanenT_2016	G69171	Stool	Estonia
VatanenT_2016	G69175	Stool	Estonia
VatanenT_2016	G69176	Stool	Estonia
VatanenT_2016	G69183	Stool	Estonia
VatanenT_2016	G69184	Stool	Estonia
VatanenT_2016	G69185	Stool	Estonia
VatanenT_2016	G69194	Stool	Estonia
VatanenT_2016	G69218	Stool	Estonia
VatanenT_2016	G69219	Stool	Estonia
VatanenT_2016	G69226	Stool	Estonia
VatanenT_2016	G69228	Stool	Estonia
VatanenT_2016	G69233	Stool	Estonia
VatanenT_2016	G69238	Stool	Estonia
VatanenT_2016	G78487	Stool	Estonia
VatanenT_2016	G78502	Stool	Estonia
VatanenT_2016	G78507	Stool	Estonia
VatanenT_2016	G78508	Stool	Estonia
VatanenT_2016	G78509	Stool	Estonia
VatanenT_2016	G78510	Stool	Estonia
VatanenT_2016	G78511	Stool	Estonia
VatanenT_2016	G78512	Stool	Estonia
VatanenT_2016	G78513	Stool	Estonia
VatanenT_2016	G78514	Stool	Estonia
VatanenT_2016	G78515	Stool	Estonia
VatanenT_2016	G78516	Stool	Estonia
VatanenT_2016	G78517	Stool	Estonia
VatanenT_2016	G78518	Stool	Estonia
VatanenT_2016	G78519	Stool	Estonia
VatanenT_2016	G78520	Stool	Estonia
VatanenT_2016	G78528	Stool	Estonia
VatanenT_2016	G78530	Stool	Estonia
VatanenT_2016	G78531	Stool	Estonia
VatanenT_2016	G78554	Stool	Estonia
VatanenT_2016	G78555	Stool	Estonia
VatanenT_2016	G78556	Stool	Estonia
VatanenT_2016	G78557	Stool	Estonia
VatanenT_2016	G78576	Stool	Estonia
VatanenT_2016	G78577	Stool	Estonia
VatanenT_2016	G78578	Stool	Estonia
VatanenT_2016	G78591	Stool	Estonia
VatanenT_2016	G78592	Stool	Estonia
VatanenT_2016	G78593	Stool	Estonia
VatanenT_2016	G78594	Stool	Estonia
VatanenT_2016	G78595	Stool	Estonia
VatanenT_2016	G78596	Stool	Estonia
VatanenT_2016	G78597	Stool	Estonia
VatanenT_2016	G78602	Stool	Estonia
VatanenT_2016	G78603	Stool	Estonia
VatanenT_2016	G78614	Stool	Estonia
VatanenT_2016	G78618	Stool	Estonia
VatanenT_2016	G78625	Stool	Estonia
VatanenT_2016	G78630	Stool	Estonia
VatanenT_2016	G78631	Stool	Estonia
VatanenT_2016	G78663	Stool	Estonia
VatanenT_2016	G78664	Stool	Estonia
VatanenT_2016	G78665	Stool	Estonia
VatanenT_2016	G78666	Stool	Estonia
VatanenT_2016	G78667	Stool	Estonia
VatanenT_2016	G78668	Stool	Estonia
VatanenT_2016	G78669	Stool	Estonia
VatanenT_2016	G78688	Stool	Estonia
VatanenT_2016	G78690	Stool	Estonia
VatanenT_2016	G78708	Stool	Estonia
VatanenT_2016	G78712	Stool	Estonia
VatanenT_2016	G78713	Stool	Estonia
VatanenT_2016	G78714	Stool	Estonia
VatanenT_2016	G78722	Stool	Estonia
VatanenT_2016	G78737	Stool	Estonia
VatanenT_2016	G78824	Stool	Estonia
VatanenT_2016	G78825	Stool	Estonia
VatanenT_2016	G78828	Stool	Estonia
VatanenT_2016	G78829	Stool	Estonia
VatanenT_2016	G78830	Stool	Estonia
VatanenT_2016	G78831	Stool	Estonia
VatanenT_2016	G78839	Stool	Estonia
VatanenT_2016	G78855	Stool	Estonia
VatanenT_2016	G78885	Stool	Estonia
VatanenT_2016	G78886	Stool	Estonia
VatanenT_2016	G78887	Stool	Estonia
VatanenT_2016	G78889	Stool	Estonia
VatanenT_2016	G78896	Stool	Estonia
VatanenT_2016	G78911	Stool	Estonia
VatanenT_2016	G80267	Stool	Estonia
VatanenT_2016	G80275	Stool	Estonia
VatanenT_2016	G80277	Stool	Estonia
VatanenT_2016	G80278	Stool	Estonia
VatanenT_2016	G80281	Stool	Estonia
VatanenT_2016	G80286	Stool	Estonia
VatanenT_2016	G80291	Stool	Estonia
VatanenT_2016	G80301	Stool	Estonia
VatanenT_2016	G80330	Stool	Estonia
VatanenT_2016	G80338	Stool	Estonia
VatanenT_2016	G80339	Stool	Estonia
VatanenT_2016	G80340	Stool	Estonia
VatanenT_2016	G80343	Stool	Estonia
VatanenT_2016	G80353	Stool	Estonia
VatanenT_2016	G80354	Stool	Estonia
VatanenT_2016	G80361	Stool	Estonia
VatanenT_2016	G80366	Stool	Estonia
VatanenT_2016	G80367	Stool	Estonia
VatanenT_2016	G80371	Stool	Estonia
VatanenT_2016	G80373	Stool	Estonia
VatanenT_2016	G80375	Stool	Estonia
VatanenT_2016	G80376	Stool	Estonia
VatanenT_2016	G80377	Stool	Estonia
VatanenT_2016	G80378	Stool	Estonia
VatanenT_2016	G80379	Stool	Estonia
VatanenT_2016	G80380	Stool	Estonia
VatanenT_2016	G80381	Stool	Estonia
VatanenT_2016	G80382	Stool	Estonia
VatanenT_2016	G80384	Stool	Estonia
VatanenT_2016	G80386	Stool	Estonia
VatanenT_2016	G80390	Stool	Estonia
VatanenT_2016	G80393	Stool	Estonia
VatanenT_2016	G80395	Stool	Estonia
VatanenT_2016	G80400	Stool	Estonia
VatanenT_2016	G80401	Stool	Estonia
VatanenT_2016	G80403	Stool	Estonia
VatanenT_2016	G80408	Stool	Estonia
VatanenT_2016	G80409	Stool	Estonia
VatanenT_2016	G80411	Stool	Estonia
VatanenT_2016	G80412	Stool	Estonia
VatanenT_2016	G80416	Stool	Estonia
VatanenT_2016	G80419	Stool	Estonia
VatanenT_2016	G80425	Stool	Estonia
VatanenT_2016	G80429	Stool	Estonia
VatanenT_2016	G80431	Stool	Estonia
VatanenT_2016	G80432	Stool	Estonia
VatanenT_2016	G80433	Stool	Estonia
VatanenT_2016	G80435	Stool	Estonia
VatanenT_2016	G80440	Stool	Estonia
VatanenT_2016	G80445	Stool	Estonia
VatanenT_2016	G80452	Stool	Estonia
VatanenT_2016	G80453	Stool	Estonia
VatanenT_2016	G80456	Stool	Estonia
VatanenT_2016	G80457	Stool	Estonia
VatanenT_2016	G80458	Stool	Estonia
VatanenT_2016	G80459	Stool	Estonia
VatanenT_2016	G80464	Stool	Estonia
VatanenT_2016	G80466	Stool	Estonia
VatanenT_2016	G80467	Stool	Estonia
VatanenT_2016	G80471	Stool	Estonia
VatanenT_2016	G80472	Stool	Estonia
VatanenT_2016	G80476	Stool	Estonia
VatanenT_2016	G80479	Stool	Estonia
VatanenT_2016	G80480	Stool	Estonia
VatanenT_2016	G80481	Stool	Estonia
VatanenT_2016	G80484	Stool	Estonia
VatanenT_2016	G80487	Stool	Estonia
VatanenT_2016	G80488	Stool	Estonia
VatanenT_2016	G80489	Stool	Estonia
VatanenT_2016	G80492	Stool	Estonia
VatanenT_2016	G80495	Stool	Estonia
VatanenT_2016	G80497	Stool	Estonia
VatanenT_2016	G80500	Stool	Estonia
VatanenT_2016	G80503	Stool	Estonia
VatanenT_2016	G80507	Stool	Estonia
VatanenT_2016	G80508	Stool	Estonia
VatanenT_2016	G80509	Stool	Estonia
VatanenT_2016	G80510	Stool	Estonia
VatanenT_2016	G80511	Stool	Estonia
VatanenT_2016	G80515	Stool	Estonia
VatanenT_2016	G80516	Stool	Estonia
VatanenT_2016	G80517	Stool	Estonia
VatanenT_2016	G80521	Stool	Estonia
VatanenT_2016	G80523	Stool	Estonia
VatanenT_2016	G80524	Stool	Estonia
VatanenT_2016	G80525	Stool	Estonia
VatanenT_2016	G80529	Stool	Estonia
VatanenT_2016	G80531	Stool	Estonia
VatanenT_2016	G80532	Stool	Estonia
VatanenT_2016	G80536	Stool	Estonia
VatanenT_2016	G80540	Stool	Estonia
VatanenT_2016	G80542	Stool	Estonia
VatanenT_2016	G80543	Stool	Estonia
VatanenT_2016	G80576	Stool	Estonia
VatanenT_2016	G80579	Stool	Estonia
VatanenT_2016	G80582	Stool	Estonia
VatanenT_2016	G80585	Stool	Estonia
VatanenT_2016	G80588	Stool	Estonia
VatanenT_2016	G80591	Stool	Estonia
VatanenT_2016	G80592	Stool	Estonia
VatanenT_2016	G80594	Stool	Estonia
VatanenT_2016	G80598	Stool	Estonia
VatanenT_2016	G80599	Stool	Estonia
VatanenT_2016	G80601	Stool	Estonia
VatanenT_2016	G80603	Stool	Estonia
VatanenT_2016	G80604	Stool	Estonia
VatanenT_2016	G80605	Stool	Estonia
VatanenT_2016	G80609	Stool	Estonia
VatanenT_2016	G80615	Stool	Estonia
KarlssonFH_2013	S563	Stool	Finland
KosticAD_2015	PRJNA231909.3105829	Stool	Finland
KosticAD_2015	PRJNA231909.3108874	Stool	Finland
KosticAD_2015	PRJNA231909.3108875	Stool	Finland
KosticAD_2015	PRJNA231909.3113669	Stool	Finland
KosticAD_2015	PRJNA231909.3114784	Stool	Finland
KosticAD_2015	PRJNA231909.3111969	Stool	Finland
KosticAD_2015	PRJNA231909.3111970	Stool	Finland
KosticAD_2015	PRJNA231909.3112924	Stool	Finland
KosticAD_2015	PRJNA231909.3112925	Stool	Finland
KosticAD_2015	PRJNA231909.3113339	Stool	Finland
KosticAD_2015	PRJNA231909.3113393	Stool	Finland
KosticAD_2015	PRJNA231909.3115615	Stool	Finland
KosticAD_2015	PRJNA231909.3107345	Stool	Finland
KosticAD_2015	PRJNA231909.3112358	Stool	Finland
KosticAD_2015	PRJNA231909.3112359	Stool	Finland
KosticAD_2015	PRJNA231909.3112360	Stool	Finland
KosticAD_2015	PRJNA231909.3113831	Stool	Finland
KosticAD_2015	PRJNA231909.3113834	Stool	Finland
KosticAD_2015	PRJNA231909.3115067	Stool	Finland
KosticAD_2015	PRJNA231909.3115068	Stool	Finland
KosticAD_2015	PRJNA231909.3115070	Stool	Finland
KosticAD_2015	PRJNA231909.3108330	Stool	Finland
KosticAD_2015	PRJNA231909.3108332	Stool	Finland
KosticAD_2015	PRJNA231909.3114542	Stool	Finland
KosticAD_2015	PRJNA231909.3114545	Stool	Finland
KosticAD_2015	PRJNA231909.3101436	Stool	Finland
KosticAD_2015	PRJNA231909.3101439	Stool	Finland
KosticAD_2015	PRJNA231909.3107649	Stool	Finland
KosticAD_2015	PRJNA231909.3107651	Stool	Finland
KosticAD_2015	PRJNA231909.3113065	Stool	Finland
KosticAD_2015	PRJNA231909.3113068	Stool	Finland
KosticAD_2015	PRJNA231909.3113996	Stool	Finland
KosticAD_2015	PRJNA231909.3101335	Stool	Finland
KosticAD_2015	PRJNA231909.3101336	Stool	Finland
KosticAD_2015	PRJNA231909.3101338	Stool	Finland
KosticAD_2015	PRJNA231909.3107526	Stool	Finland
KosticAD_2015	PRJNA231909.3107527	Stool	Finland
KosticAD_2015	PRJNA231909.3105875	Stool	Finland
KosticAD_2015	PRJNA231909.3107978	Stool	Finland
KosticAD_2015	PRJNA231909.3109940	Stool	Finland
KosticAD_2015	PRJNA231909.3109945	Stool	Finland
KosticAD_2015	PRJNA231909.3109952	Stool	Finland
KosticAD_2015	PRJNA231909.3114865	Stool	Finland
KosticAD_2015	PRJNA231909.3101140	Stool	Finland
KosticAD_2015	PRJNA231909.3106384	Stool	Finland
KosticAD_2015	PRJNA231909.3113111	Stool	Finland
KosticAD_2015	PRJNA231909.3113114	Stool	Finland
KosticAD_2015	PRJNA231909.3113118	Stool	Finland
KosticAD_2015	PRJNA231909.3113627	Stool	Finland
KosticAD_2015	PRJNA231909.3102732	Stool	Finland
KosticAD_2015	PRJNA231909.3113933	Stool	Finland
KosticAD_2015	PRJNA231909.3113936	Stool	Finland
KosticAD_2015	PRJNA231909.3114810	Stool	Finland
