sampleID	NCBI_accession
ZeeviD_2015__PNP_Main_790	ERR1137697
ZeeviD_2015__PNP_Main_791	ERR1137698
ZeeviD_2015__PNP_Main_792	ERR1137719
ZeeviD_2015__PNP_Main_793	ERR1137720
ZeeviD_2015__PNP_Main_794	ERR1137721
ZeeviD_2015__PNP_Main_795	ERR1137722
ZeeviD_2015__PNP_Main_796	ERR1137723
ZeeviD_2015__PNP_Main_797	ERR1137724
ZeeviD_2015__PNP_Main_798	ERR1137725
ZeeviD_2015__PNP_Main_799	ERR1137726
ZeeviD_2015__PNP_Main_8	ERR1136700;ERR1137229
ZeeviD_2015__PNP_Main_80	ERR1136772
ZeeviD_2015__PNP_Main_800	ERR1137727
ZeeviD_2015__PNP_Main_81	ERR1136773
ZeeviD_2015__PNP_Main_82	ERR1136774
ZeeviD_2015__PNP_Main_83	ERR1136775
ZeeviD_2015__PNP_Main_84	ERR1136776;ERR1137235
ZeeviD_2015__PNP_Main_85	ERR1136777
ZeeviD_2015__PNP_Main_86	ERR1136778
ZeeviD_2015__PNP_Main_87	ERR1136779
ZeeviD_2015__PNP_Main_88	ERR1136780
ZeeviD_2015__PNP_Main_89	ERR1136781
ZeeviD_2015__PNP_Main_9	ERR1136701
ZeeviD_2015__PNP_Main_90	ERR1136782
ZeeviD_2015__PNP_Main_91	ERR1136783
ZeeviD_2015__PNP_Main_92	ERR1136784
ZeeviD_2015__PNP_Main_93	ERR1136785
ZeeviD_2015__PNP_Main_94	ERR1136786
ZeeviD_2015__PNP_Main_95	ERR1136787
ZeeviD_2015__PNP_Main_96	ERR1136788
ZeeviD_2015__PNP_Main_97	ERR1136789
ZeeviD_2015__PNP_Main_98	ERR1136790
ZeeviD_2015__PNP_Main_99	ERR1136791
ZeeviD_2015__PNP_Validation_1	ERR1110279
ZeeviD_2015__PNP_Validation_10	ERR1110302
ZeeviD_2015__PNP_Validation_100	ERR1110465;ERR1110474
ZeeviD_2015__PNP_Validation_11	ERR1110303
ZeeviD_2015__PNP_Validation_12	ERR1110334
ZeeviD_2015__PNP_Validation_13	ERR1110304
ZeeviD_2015__PNP_Validation_14	ERR1110305
ZeeviD_2015__PNP_Validation_15	ERR1110306
ZeeviD_2015__PNP_Validation_16	ERR1110307;ERR1110466
ZeeviD_2015__PNP_Validation_17	ERR1110335
ZeeviD_2015__PNP_Validation_18	ERR1110336
ZeeviD_2015__PNP_Validation_19	ERR1110308
ZeeviD_2015__PNP_Validation_2	ERR1110331
ZeeviD_2015__PNP_Validation_20	ERR1110309
ZeeviD_2015__PNP_Validation_21	ERR1110337
ZeeviD_2015__PNP_Validation_22	ERR1110338
ZeeviD_2015__PNP_Validation_23	ERR1110310
ZeeviD_2015__PNP_Validation_24	ERR1110311
ZeeviD_2015__PNP_Validation_25	ERR1110312
ZeeviD_2015__PNP_Validation_26	ERR1110313
ZeeviD_2015__PNP_Validation_27	ERR1110339
ZeeviD_2015__PNP_Validation_28	ERR1110314
ZeeviD_2015__PNP_Validation_29	ERR1110315
ZeeviD_2015__PNP_Validation_3	ERR1110332
ZeeviD_2015__PNP_Validation_30	ERR1110316
ZeeviD_2015__PNP_Validation_31	ERR1110317
ZeeviD_2015__PNP_Validation_32	ERR1110318
ZeeviD_2015__PNP_Validation_33	ERR1110319
ZeeviD_2015__PNP_Validation_34	ERR1110340
ZeeviD_2015__PNP_Validation_35	ERR1110341
ZeeviD_2015__PNP_Validation_36	ERR1110320
ZeeviD_2015__PNP_Validation_37	ERR1110321
ZeeviD_2015__PNP_Validation_38	ERR1110322
ZeeviD_2015__PNP_Validation_39	ERR1110323
ZeeviD_2015__PNP_Validation_4	ERR1110297
ZeeviD_2015__PNP_Validation_40	ERR1110294;ERR1110324
ZeeviD_2015__PNP_Validation_41	ERR1110295;ERR1110325
ZeeviD_2015__PNP_Validation_42	ERR1110326
ZeeviD_2015__PNP_Validation_43	ERR1110327
ZeeviD_2015__PNP_Validation_44	ERR1110296;ERR1110328
ZeeviD_2015__PNP_Validation_45	ERR1110329;ERR1110467
ZeeviD_2015__PNP_Validation_46	ERR1110330
ZeeviD_2015__PNP_Validation_47	ERR1110342
ZeeviD_2015__PNP_Validation_48	ERR1110352
ZeeviD_2015__PNP_Validation_49	ERR1110433
ZeeviD_2015__PNP_Validation_5	ERR1110298
ZeeviD_2015__PNP_Validation_50	ERR1110434
ZeeviD_2015__PNP_Validation_51	ERR1110435;ERR1110468
ZeeviD_2015__PNP_Validation_52	ERR1110353
ZeeviD_2015__PNP_Validation_53	ERR1110343
ZeeviD_2015__PNP_Validation_54	ERR1110344
ZeeviD_2015__PNP_Validation_55	ERR1110436
ZeeviD_2015__PNP_Validation_56	ERR1110354;ERR1110437
ZeeviD_2015__PNP_Validation_57	ERR1110355
ZeeviD_2015__PNP_Validation_58	ERR1110345
ZeeviD_2015__PNP_Validation_59	ERR1110346
ZeeviD_2015__PNP_Validation_6	ERR1110299
ZeeviD_2015__PNP_Validation_60	ERR1110347
ZeeviD_2015__PNP_Validation_61	ERR1110356;ERR1110438
ZeeviD_2015__PNP_Validation_62	ERR1110439
ZeeviD_2015__PNP_Validation_63	ERR1110357;ERR1110440
ZeeviD_2015__PNP_Validation_64	ERR1110348
ZeeviD_2015__PNP_Validation_65	ERR1110349
ZeeviD_2015__PNP_Validation_66	ERR1110350
ZeeviD_2015__PNP_Validation_67	ERR1110358
ZeeviD_2015__PNP_Validation_68	ERR1110351
ZeeviD_2015__PNP_Validation_69	ERR1110359
ZeeviD_2015__PNP_Validation_7	ERR1110333
ZeeviD_2015__PNP_Validation_70	ERR1110441
ZeeviD_2015__PNP_Validation_71	ERR1110360
ZeeviD_2015__PNP_Validation_72	ERR1110361
ZeeviD_2015__PNP_Validation_73	ERR1110362
ZeeviD_2015__PNP_Validation_74	ERR1110442
ZeeviD_2015__PNP_Validation_75	ERR1110443
ZeeviD_2015__PNP_Validation_76	ERR1110444
ZeeviD_2015__PNP_Validation_77	ERR1110445
ZeeviD_2015__PNP_Validation_78	ERR1110446
ZeeviD_2015__PNP_Validation_79	ERR1110447
ZeeviD_2015__PNP_Validation_8	ERR1110300
ZeeviD_2015__PNP_Validation_80	ERR1110448
ZeeviD_2015__PNP_Validation_81	ERR1110449
ZeeviD_2015__PNP_Validation_82	ERR1110450
ZeeviD_2015__PNP_Validation_83	ERR1110363
ZeeviD_2015__PNP_Validation_84	ERR1110364
ZeeviD_2015__PNP_Validation_85	ERR1110365;ERR1110451
ZeeviD_2015__PNP_Validation_86	ERR1110366
ZeeviD_2015__PNP_Validation_87	ERR1110452
ZeeviD_2015__PNP_Validation_88	ERR1110453
ZeeviD_2015__PNP_Validation_89	ERR1110454
ZeeviD_2015__PNP_Validation_9	ERR1110301
ZeeviD_2015__PNP_Validation_90	ERR1110455;ERR1110469
ZeeviD_2015__PNP_Validation_91	ERR1110456;ERR1110470
ZeeviD_2015__PNP_Validation_92	ERR1110457;ERR1110471
ZeeviD_2015__PNP_Validation_93	ERR1110458
ZeeviD_2015__PNP_Validation_94	ERR1110459
ZeeviD_2015__PNP_Validation_95	ERR1110460;ERR1110472
ZeeviD_2015__PNP_Validation_96	ERR1110461;ERR1110473
ZeeviD_2015__PNP_Validation_97	ERR1110462
ZeeviD_2015__PNP_Validation_98	ERR1110463
ZeeviD_2015__PNP_Validation_99	ERR1110464
ZellerG_2014__CCIS00146684ST-4-0	ERR480457;ERR480456;ERR480455;ERR480454;ERR478959;ERR478958;ERR478960;ERR478961
ZellerG_2014__CCIS00281083ST-3-0	ERR480459;ERR480458;ERR478962;ERR478963
ZellerG_2014__CCIS02124300ST-4-0	ERR480463;ERR480462;ERR480461;ERR480460;ERR478967;ERR478966;ERR478965;ERR478964
ZellerG_2014__CCIS02379307ST-4-0	ERR480465;ERR480464;ERR478969;ERR478968
ZellerG_2014__CCIS02856720ST-4-0	ERR480469;ERR480468;ERR480467;ERR480466;ERR478973;ERR478972;ERR478971;ERR478970
ZellerG_2014__CCIS03473770ST-4-0	ERR480471;ERR480470;ERR478975;ERR478974
ZellerG_2014__CCIS03857607ST-4-0	ERR480475;ERR480473;ERR480472;ERR480474;ERR478976;ERR478979;ERR478978;ERR478977
ZellerG_2014__CCIS05314658ST-4-0	ERR480479;ERR480478;ERR480477;ERR480476;ERR478980;ERR478983;ERR478982;ERR478981
ZellerG_2014__CCIS06260551ST-3-0	ERR480480;ERR480481;ERR478984;ERR478985
ZellerG_2014__CCIS07277498ST-4-0	ERR480485;ERR480484;ERR480482;ERR480483;ERR478989;ERR478988;ERR478987;ERR478986
ZellerG_2014__CCIS07539127ST-4-0	ERR480489;ERR480488;ERR480487;ERR480486;ERR478993;ERR478992;ERR478991;ERR478990
ZellerG_2014__CCIS07648107ST-4-0	ERR480493;ERR480492;ERR480491;ERR480490;ERR478997;ERR478996;ERR478994;ERR478995
ZellerG_2014__CCIS08668806ST-3-0	ERR480495;ERR480494;ERR478999;ERR478998
ZellerG_2014__CCIS09568613ST-4-0	ERR480499;ERR480498;ERR480497;ERR480496;ERR479001;ERR479000;ERR479003;ERR479002
ZellerG_2014__CCIS10706551ST-3-0	ERR480501;ERR480500;ERR479004;ERR479005
ZellerG_2014__CCIS10793554ST-4-0	ERR480505;ERR480504;ERR480503;ERR480502;ERR479008;ERR479007;ERR479006;ERR479009
ZellerG_2014__CCIS11015875ST-4-0	ERR480507;ERR480506;ERR479011;ERR479010
ZellerG_2014__CCIS11019776ST-4-0	ERR480509;ERR480508;ERR479013;ERR479012
ZellerG_2014__CCIS11354283ST-4-0	ERR480513;ERR480512;ERR480511;ERR480510;ERR479017;ERR479016;ERR479015;ERR479014
ZellerG_2014__CCIS11362406ST-4-0	ERR480516;ERR480515;ERR480514;ERR480517;ERR479021;ERR479018;ERR479020;ERR479019
ZellerG_2014__CCIS11558985ST-4-0	ERR480519;ERR480518;ERR479023;ERR479022
ZellerG_2014__CCIS12370844ST-4-0	ERR480524;ERR480523;ERR480522;ERR480521;ERR480520;ERR479028;ERR479027;ERR479025;ERR479024;ERR479026
ZellerG_2014__CCIS12656533ST-4-0	ERR480528;ERR480527;ERR480526;ERR480525;ERR479032;ERR479030;ERR479029;ERR479031
ZellerG_2014__CCIS13047523ST-4-0	ERR480532;ERR480529;ERR480531;ERR480530;ERR479036;ERR479034;ERR479035;ERR479033
ZellerG_2014__CCIS14449628ST-4-0	ERR480534;ERR480533;ERR479038;ERR479037
ZellerG_2014__CCIS15704761ST-4-0	ERR480536;ERR480535;ERR479040;ERR479039
ZellerG_2014__CCIS15794887ST-4-0	ERR480538;ERR480537;ERR479042;ERR479041
ZellerG_2014__CCIS16326685ST-4-0	ERR480540;ERR480539;ERR479043;ERR479044
ZellerG_2014__CCIS16383318ST-4-0	ERR480541;ERR480544;ERR480543;ERR480542;ERR479045;ERR479048;ERR479047;ERR479046
ZellerG_2014__CCIS16561622ST-4-0	ERR480548;ERR480547;ERR480546;ERR480545;ERR479052;ERR479051;ERR479050;ERR479049
ZellerG_2014__CCIS17669415ST-4-0	ERR480552;ERR480551;ERR480550;ERR480549;ERR479056;ERR479054;ERR479053;ERR479055
ZellerG_2014__CCIS19142497ST-3-0	ERR480553;ERR480554;ERR479057;ERR479058
ZellerG_2014__CCIS20795251ST-4-0	ERR480556;ERR480558;ERR480557;ERR480555;ERR479062;ERR479061;ERR479060;ERR479059
ZellerG_2014__CCIS21126322ST-4-0	ERR480560;ERR480559;ERR479064;ERR479063
ZellerG_2014__CCIS21278152ST-4-0	ERR480562;ERR480561;ERR479066;ERR479065
ZellerG_2014__CCIS22275061ST-4-0	ERR480566;ERR480565;ERR480564;ERR480563;ERR479070;ERR479068;ERR479069;ERR479067
ZellerG_2014__CCIS22416007ST-4-0	ERR480569;ERR480570;ERR480568;ERR480567;ERR479074;ERR479073;ERR479072;ERR479071
ZellerG_2014__CCIS22906510ST-20-0	ERR480571;ERR480572;ERR479075;ERR479076
ZellerG_2014__CCIS22958137ST-20-0	ERR480573;ERR480574;ERR479078;ERR479077
ZellerG_2014__CCIS23164343ST-4-0	ERR480577;ERR480575;ERR480578;ERR480576;ERR479081;ERR479080;ERR479082;ERR479079
ZellerG_2014__CCIS24254057ST-4-0	ERR480579;ERR480580;ERR479084;ERR479083
ZellerG_2014__CCIS24898163ST-4-0	ERR480582;ERR480581;ERR480583;ERR479087;ERR479086;ERR479085
ZellerG_2014__CCIS25399172ST-4-0	ERR480585;ERR480584;ERR480586;ERR479089;ERR479088;ERR479090
ZellerG_2014__CCIS27304052ST-3-0	ERR480588;ERR480587;ERR479092;ERR479091
ZellerG_2014__CCIS27927933ST-4-0	ERR480592;ERR480591;ERR480590;ERR480589;ERR479095;ERR479096;ERR479094;ERR479093
ZellerG_2014__CCIS28384594ST-4-0	ERR480594;ERR480593;ERR479098;ERR479097
ZellerG_2014__CCIS29210128ST-4-0	ERR480596;ERR480595;ERR479100;ERR479099
ZellerG_2014__CCIS29688262ST-20-0	ERR480598;ERR480597;ERR479101;ERR479102
ZellerG_2014__CCIS31434951ST-20-0	ERR480600;ERR480599;ERR479104;ERR479103
ZellerG_2014__CCIS32105356ST-4-0	ERR480602;ERR480601;ERR479106;ERR479105
ZellerG_2014__CCIS32452666ST-4-0	ERR480606;ERR480604;ERR480605;ERR480603;ERR479107;ERR479110;ERR479109;ERR479108
ZellerG_2014__CCIS33816588ST-4-0	ERR480609;ERR480608;ERR480607;ERR480610;ERR479114;ERR479113;ERR479112;ERR479111
ZellerG_2014__CCIS34055159ST-4-0	ERR480612;ERR480611;ERR480613;ERR479115;ERR479117;ERR479116
ZellerG_2014__CCIS34604008ST-4-0	ERR480615;ERR480614;ERR480617;ERR480616;ERR479120;ERR479118;ERR479119;ERR479121
ZellerG_2014__CCIS35092938ST-4-0	ERR480618;ERR480619;ERR479123;ERR479122
ZellerG_2014__CCIS35100175ST-4-0	ERR480622;ERR480621;ERR480620;ERR480623;ERR479125;ERR479124;ERR479127;ERR479126
ZellerG_2014__CCIS36699628ST-4-0	ERR480627;ERR480626;ERR480625;ERR480624;ERR479131;ERR479130;ERR479129;ERR479128
ZellerG_2014__CCIS36797902ST-4-0	ERR480629;ERR480628;ERR480631;ERR480630;ERR479135;ERR479132;ERR479134;ERR479133
ZellerG_2014__CCIS37250421ST-4-0	ERR480632;ERR480633;ERR479137;ERR479136
ZellerG_2014__CCIS38765456ST-20-0	ERR480635;ERR480634;ERR479139;ERR479138
ZellerG_2014__CCIS40244499ST-3-0	ERR480637;ERR480636;ERR479140;ERR479141
ZellerG_2014__CCIS41222843ST-4-0	ERR480640;ERR480639;ERR480638;ERR480641;ERR479143;ERR479142;ERR479144;ERR479145
ZellerG_2014__CCIS41288781ST-4-0	ERR480643;ERR480642;ERR479147;ERR479146
ZellerG_2014__CCIS41548810ST-4-0	ERR480644;ERR480645;ERR479148;ERR479149
ZellerG_2014__CCIS41692898ST-4-0	ERR480649;ERR480648;ERR480647;ERR480646;ERR479151;ERR479150;ERR479153;ERR479152
ZellerG_2014__CCIS41806458ST-4-0	ERR480651;ERR480650;ERR480652;ERR479156;ERR479155;ERR479154
ZellerG_2014__CCIS44093303ST-4-0	ERR480654;ERR480653;ERR480655;ERR480656;ERR479160;ERR479159;ERR479158;ERR479157
ZellerG_2014__CCIS44676181ST-4-0	ERR480657;ERR479161
ZellerG_2014__CCIS44743950ST-4-0	ERR480658;ERR480660;ERR480659;ERR479164;ERR479163;ERR479162
ZellerG_2014__CCIS44757994ST-4-0	ERR480662;ERR480661;ERR479166;ERR479165
ZellerG_2014__CCIS45571137ST-3-0	ERR480664;ERR480663;ERR479167;ERR479168
ZellerG_2014__CCIS45793747ST-4-0	ERR480668;ERR480666;ERR480665;ERR480667;ERR479172;ERR479171;ERR479170;ERR479169
ZellerG_2014__CCIS46047672ST-4-0	ERR480670;ERR480669;ERR479174;ERR479173
ZellerG_2014__CCIS46467422ST-4-0	ERR480672;ERR480671;ERR479176;ERR479175
ZellerG_2014__CCIS47284573ST-4-0	ERR480673;ERR480676;ERR480675;ERR480674;ERR479180;ERR479179;ERR479178;ERR479177
ZellerG_2014__CCIS47745468ST-4-0	ERR480678;ERR480677;ERR479182;ERR479181
ZellerG_2014__CCIS48174381ST-4-0	ERR480682;ERR480681;ERR480680;ERR480679;ERR479184;ERR479186;ERR479185;ERR479183
ZellerG_2014__CCIS48507077ST-4-0	ERR480685;ERR480683;ERR480684;ERR479188;ERR479189;ERR479187
ZellerG_2014__CCIS48579360ST-4-0	ERR480687;ERR480686;ERR480688;ERR479192;ERR479191;ERR479190
ZellerG_2014__CCIS48725289ST-4-0	ERR480689;ERR480690;ERR479194;ERR479193
ZellerG_2014__CCIS50003399ST-4-0	ERR480692;ERR480691;ERR480694;ERR480693;ERR479198;ERR479196;ERR479195;ERR479197
ZellerG_2014__CCIS50148151ST-4-0	ERR480696;ERR480695;ERR479199;ERR479200
ZellerG_2014__CCIS50369211ST-20-0	ERR480698;ERR480697;ERR479202;ERR479201
ZellerG_2014__CCIS50471204ST-4-0	ERR480701;ERR480702;ERR480700;ERR480699;ERR479206;ERR479205;ERR479204;ERR479203
ZellerG_2014__CCIS50561855ST-4-0	ERR480703;ERR480704;ERR479208;ERR479207
ZellerG_2014__CCIS51595129ST-4-0	ERR480705;ERR480708;ERR480707;ERR480706;ERR479212;ERR479211;ERR479210;ERR479209
ZellerG_2014__CCIS51667829ST-4-0	ERR480712;ERR480710;ERR480709;ERR480711;ERR479215;ERR479214;ERR479213;ERR479216
ZellerG_2014__CCIS52234160ST-4-0	ERR480714;ERR480713;ERR479218;ERR479217
ZellerG_2014__CCIS52370277ST-4-0	ERR480717;ERR480718;ERR480716;ERR480715;ERR479222;ERR479221;ERR479220;ERR479219
ZellerG_2014__CCIS53043478ST-4-0	ERR480720;ERR480719;ERR479224;ERR479223
ZellerG_2014__CCIS53355328ST-4-0	ERR480722;ERR480721;ERR479226;ERR479225
ZellerG_2014__CCIS53557295ST-4-0	ERR480726;ERR480725;ERR480724;ERR480723;ERR479229;ERR479228;ERR479227;ERR479230
ZellerG_2014__CCIS54027808ST-4-0	ERR480728;ERR480727;ERR480730;ERR480729;ERR479233;ERR479232;ERR479231;ERR479234
ZellerG_2014__CCIS55230578ST-4-0	ERR480733;ERR480731;ERR480732;ERR479237;ERR479236;ERR479235
ZellerG_2014__CCIS55531770ST-4-0	ERR480736;ERR480735;ERR480734;ERR479239;ERR479240;ERR479238
ZellerG_2014__CCIS56503244ST-3-0	ERR480737;ERR480738;ERR479241;ERR479242
ZellerG_2014__CCIS58234805ST-4-0	ERR480740;ERR480739;ERR479244;ERR479243
ZellerG_2014__CCIS59132091ST-4-0	ERR480744;ERR480741;ERR480743;ERR480742;ERR479247;ERR479246;ERR479245;ERR479248
ZellerG_2014__CCIS59903910ST-4-0	ERR480746;ERR480745;ERR479249;ERR479250
ZellerG_2014__CCIS61287323ST-4-0	ERR480749;ERR480748;ERR480747;ERR479252;ERR479253;ERR479251
ZellerG_2014__CCIS62605362ST-3-0	ERR480750;ERR479254
ZellerG_2014__CCIS62794166ST-4-0	ERR480754;ERR480752;ERR480751;ERR480753;ERR479258;ERR479257;ERR479255;ERR479256
ZellerG_2014__CCIS63448910ST-4-0	ERR480758;ERR480756;ERR480755;ERR480757;ERR479260;ERR479259;ERR479262;ERR479261
ZellerG_2014__CCIS63468405ST-4-0	ERR480760;ERR480762;ERR480761;ERR480759;ERR479266;ERR479265;ERR479264;ERR479263
ZellerG_2014__CCIS63910149ST-4-0	ERR480765;ERR480764;ERR480763;ERR479269;ERR479268;ERR479267
ZellerG_2014__CCIS64773582ST-4-0	ERR480769;ERR480766;ERR480768;ERR480767;ERR479273;ERR479272;ERR479271;ERR479270
ZellerG_2014__CCIS64785924ST-20-0	ERR480771;ERR480770;ERR479275;ERR479274
ZellerG_2014__CCIS65479369ST-4-0	ERR480774;ERR480773;ERR480772;ERR480775;ERR479277;ERR479276;ERR479279;ERR479278
ZellerG_2014__CCIS70398272ST-4-0	ERR480779;ERR480776;ERR480778;ERR480777;ERR479282;ERR479281;ERR479280;ERR479283
ZellerG_2014__CCIS71301801ST-4-0	ERR480781;ERR480780;ERR479285;ERR479284
ZellerG_2014__CCIS71578391ST-4-0	ERR480784;ERR480783;ERR480785;ERR480782;ERR479289;ERR479288;ERR479287;ERR479286
ZellerG_2014__CCIS72607085ST-4-0	ERR480789;ERR480788;ERR480787;ERR480786;ERR479290;ERR479293;ERR479292;ERR479291
ZellerG_2014__CCIS74239020ST-4-0	ERR480790;ERR480793;ERR480792;ERR480791;ERR479297;ERR479296;ERR479295;ERR479294
ZellerG_2014__CCIS74726977ST-3-0	ERR480794;ERR479298
ZellerG_2014__CCIS76563044ST-4-0	ERR480797;ERR480796;ERR480795;ERR479301;ERR479300;ERR479299
ZellerG_2014__CCIS76845094ST-20-0	ERR480798;ERR480799;ERR479303;ERR479302
ZellerG_2014__CCIS77100899ST-4-0	ERR480803;ERR480802;ERR480801;ERR480800;ERR479307;ERR479304;ERR479306;ERR479305
ZellerG_2014__CCIS77252613ST-4-0	ERR480807;ERR480806;ERR480805;ERR480804;ERR479311;ERR479310;ERR479309;ERR479308
ZellerG_2014__CCIS78100604ST-4-0	ERR480811;ERR480810;ERR480809;ERR480808;ERR479313;ERR479312;ERR479314;ERR479315
ZellerG_2014__CCIS78318719ST-4-0	ERR480813;ERR480814;ERR480812;ERR479318;ERR479317;ERR479316
ZellerG_2014__CCIS79210440ST-3-0	ERR480816;ERR480815;ERR479319;ERR479320
ZellerG_2014__CCIS80834637ST-4-0	ERR480820;ERR480819;ERR480818;ERR480817;ERR479323;ERR479324;ERR479321;ERR479322
ZellerG_2014__CCIS81139242ST-4-0	ERR480822;ERR480821;ERR479326;ERR479325
ZellerG_2014__CCIS81710917ST-20-0	ERR480824;ERR480823;ERR479328;ERR479327
ZellerG_2014__CCIS81735969ST-20-0	ERR480826;ERR480825;ERR479330;ERR479329
ZellerG_2014__CCIS81887263ST-4-0	ERR480830;ERR480829;ERR480828;ERR480827;ERR479334;ERR479333;ERR479332;ERR479331
ZellerG_2014__CCIS82146115ST-4-0	ERR480834;ERR480833;ERR480832;ERR480831;ERR479338;ERR479337;ERR479336;ERR479335
ZellerG_2014__CCIS82507866ST-3-0	ERR480836;ERR480835;ERR479339;ERR479340
ZellerG_2014__CCIS82944710ST-20-0	ERR480838;ERR480837;ERR479342;ERR479341
ZellerG_2014__CCIS83445808ST-4-0	ERR480841;ERR480840;ERR480839;ERR479345;ERR479344;ERR479343
ZellerG_2014__CCIS83574003ST-4-0	ERR480842;ERR480843;ERR479346;ERR479347
ZellerG_2014__CCIS83870198ST-4-0	ERR480846;ERR480845;ERR480844;ERR479349;ERR479348;ERR479350
ZellerG_2014__CCIS84543192ST-4-0	ERR480848;ERR480847;ERR479351;ERR479352
ZellerG_2014__CCIS85214191ST-3-0	ERR480850;ERR480849;ERR479354;ERR479353
ZellerG_2014__CCIS87116798ST-4-0	ERR480852;ERR480851;ERR479356;ERR479355
ZellerG_2014__CCIS87167916ST-4-0	ERR480854;ERR480853;ERR479358;ERR479357
ZellerG_2014__CCIS87252800ST-4-0	ERR480857;ERR480856;ERR480855;ERR479361;ERR479359;ERR479360
ZellerG_2014__CCIS87290971ST-4-0	ERR480861;ERR480860;ERR480859;ERR480858;ERR479363;ERR479365;ERR479364;ERR479362
ZellerG_2014__CCIS87605453ST-4-0	ERR480865;ERR480864;ERR480863;ERR480862;ERR479369;ERR479368;ERR479367;ERR479366
ZellerG_2014__CCIS88007743ST-4-0	ERR480869;ERR480867;ERR480868;ERR480866;ERR479373;ERR479372;ERR479371;ERR479370
ZellerG_2014__CCIS88317640ST-4-0	ERR480870;ERR480873;ERR480872;ERR480871;ERR479376;ERR479375;ERR479374;ERR479377
ZellerG_2014__CCIS90164298ST-4-0	ERR480877;ERR480876;ERR480875;ERR480874;ERR479381;ERR479380;ERR479379;ERR479378
ZellerG_2014__CCIS90166425ST-4-0	ERR480878;ERR480879;ERR479383;ERR479382
ZellerG_2014__CCIS90443472ST-4-0	ERR480881;ERR480880;ERR480882;ERR479386;ERR479385;ERR479384
ZellerG_2014__CCIS90903952ST-3-0	ERR480884;ERR480883;ERR479388;ERR479387
ZellerG_2014__CCIS91228662ST-4-0	ERR480885;ERR480886;ERR479390;ERR479389
ZellerG_2014__CCIS93040568ST-20-0	ERR480888;ERR480887;ERR479392;ERR479391
ZellerG_2014__CCIS94417875ST-3-0	ERR480889;ERR480890;ERR479394;ERR479393
ZellerG_2014__CCIS94496512ST-4-0	ERR480892;ERR480891;ERR479395;ERR479396
ZellerG_2014__CCIS94603952ST-4-0	ERR480895;ERR480894;ERR480893;ERR480896;ERR479400;ERR479399;ERR479398;ERR479397
ZellerG_2014__CCIS95097901ST-4-0	ERR480900;ERR480897;ERR480899;ERR480898;ERR479401;ERR479404;ERR479403;ERR479402
ZellerG_2014__CCIS95409808ST-4-0	ERR480904;ERR480903;ERR480902;ERR480901;ERR479408;ERR479405;ERR479407;ERR479406
ZellerG_2014__CCIS96387239ST-4-0	ERR480908;ERR480907;ERR480905;ERR480906;ERR479412;ERR479411;ERR479409;ERR479410
ZellerG_2014__CCIS98482370ST-3-0	ERR480909;ERR480910;ERR479414;ERR479413
ZellerG_2014__CCIS98512455ST-4-0	ERR480911;ERR480912;ERR479416;ERR479415
ZellerG_2014__CCIS98832363ST-4-0	ERR480914;ERR480913;ERR479418;ERR479417
ZellerG_2014__CCMD11006829ST-21-0	ERR480916;ERR480915;ERR480918;ERR480917;ERR479422;ERR479421;ERR479420;ERR479419
ZellerG_2014__CCMD12232071ST-21-0	ERR480922;ERR480921;ERR480923;ERR480920;ERR480919;ERR479427;ERR479426;ERR479425;ERR479424;ERR479423
ZellerG_2014__CCMD13071240ST-21-0	ERR480927;ERR480926;ERR480925;ERR480924;ERR479428;ERR479431;ERR479430;ERR479429
ZellerG_2014__CCMD13934959ST-21-0	ERR480931;ERR480929;ERR480928;ERR480930;ERR479435;ERR479434;ERR479433;ERR479432
ZellerG_2014__CCMD14479708ST-21-0	ERR480935;ERR480934;ERR480933;ERR480932;ERR479437;ERR479439;ERR479438;ERR479436
ZellerG_2014__CCMD18872694ST-21-0	ERR480939;ERR480938;ERR480936;ERR480937;ERR479441;ERR479440;ERR479443;ERR479442
ZellerG_2014__CCMD19497912ST-21-0	ERR480943;ERR480941;ERR480942;ERR480940;ERR479447;ERR479444;ERR479446;ERR479445
ZellerG_2014__CCMD23101338ST-21-0	ERR480947;ERR480946;ERR480945;ERR480944;ERR479450;ERR479449;ERR479451;ERR479448
ZellerG_2014__CCMD25511638ST-21-0	ERR480949;ERR480948;ERR480951;ERR480950;ERR479452;ERR479455;ERR479454;ERR479453
ZellerG_2014__CCMD25963797ST-21-0	ERR480953;ERR480952;ERR480955;ERR480954;ERR479458;ERR479459;ERR479457;ERR479456
ZellerG_2014__CCMD26709089ST-21-0	ERR480957;ERR480956;ERR480959;ERR480958;ERR479460;ERR479463;ERR479462;ERR479461
ZellerG_2014__CCMD26925580ST-21-0	ERR480961;ERR480960;ERR480963;ERR480962;ERR479465;ERR479464;ERR479467;ERR479466
ZellerG_2014__CCMD34381688ST-21-0	ERR480967;ERR480966;ERR480965;ERR480964;ERR479471;ERR479470;ERR479469;ERR479468
ZellerG_2014__CCMD35802077ST-21-0	ERR480971;ERR480970;ERR480969;ERR480968;ERR479473;ERR479472;ERR479475;ERR479474
ZellerG_2014__CCMD40701343ST-21-0	ERR480972;ERR480975;ERR480974;ERR480973;ERR479479;ERR479477;ERR479478;ERR479476
ZellerG_2014__CCMD42428553ST-21-0	ERR480979;ERR480977;ERR480978;ERR480976;ERR479483;ERR479482;ERR479481;ERR479480
